Group,Organization,Model,Name,Metadata,Catalog,NCML,FTP,Contact,EMAIL,Summary
inundation_tropical,University of Notre Dame,SLOSH,Hurricane_Rita_preliminary_run_6_egm3_with_SLOSH_winds_without_tides,ftp://comt.sura.org/comt_1_archive/inundation_tropical/UND_SLOSH/Hurricane_Rita_preliminary_run_6_egm3_with_SLOSH_winds_without_tides/Model_Metadata_Rita.egm3.SWI.docx,http://comt.sura.org/thredds/catalog/comt_1_archive_full/inundation_tropical/UND_SLOSH/Hurricane_Rita_preliminary_run_6_egm3_with_SLOSH_winds_without_tides/catalog.html,http://comt.sura.org/thredds/comt_1_archive_summary.html?dataset=inundation_tropical.UND_SLOSH.Hurricane_Rita_preliminary_run_6_egm3_with_SLOSH_winds_without_tides,ftp://comt.sura.org/comt_1_archive/inundation_tropical/UND_SLOSH/Hurricane_Rita_preliminary_run_6_egm3_with_SLOSH_winds_without_tides/,Patrick Corbitt Kerr,ftp://comt.sura.org/comt_1_archive/inundation_tropical/UND_SLOSH/Hurricane_Rita_preliminary_run_6_egm3_with_SLOSH_winds_without_tides/,A hindcast of Hurricane Rita (2005) using SLOSH on the egm3 mesh with SLOSH internal winds.
inundation_tropical,University of South Florida,FVCOM,Hurricane_Ike_2D_final_run_with_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Ike_2D_final_run_with_waves/FVCOM_Metadata_Ike_2D_with_wave.docx,http://comt.sura.org/thredds/catalog/comt_1_archive_full/inundation_tropical/USF_FVCOM/Hurricane_Ike_2D_final_run_with_waves/catalog.html,http://comt.sura.org/thredds/comt_1_archive_summary.html?dataset=inundation_tropical.USF_FVCOM.Hurricane_Ike_2D_final_run_with_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Ike_2D_final_run_with_waves/,Lianyuan Zheng,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Ike_2D_final_run_with_waves/,A 2D hindcast of Hurricane Ike (2008) using FVCOM and SWAN on the ULLR mesh (includes waves).
inundation_tropical,University of South Florida,FVCOM,Hurricane_Ike_2D_final_run_without_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Ike_2D_final_run_without_waves/FVCOM_Metadata_Ike_2D_without_wave.docx,http://comt.sura.org/thredds/catalog/comt_1_archive_full/inundation_tropical/USF_FVCOM/Hurricane_Ike_2D_final_run_without_waves/catalog.html,http://comt.sura.org/thredds/comt_1_archive_summary.html?dataset=inundation_tropical.USF_FVCOM.Hurricane_Ike_2D_final_run_without_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Ike_2D_final_run_without_waves/,Lianyuan Zheng,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Ike_2D_final_run_without_waves/,A 2D hindcast of Hurricane Ike (2008) using FVCOM on the ULLR mesh (does not include waves).
inundation_tropical,University of South Florida,FVCOM,Hurricane_Ike_3D_final_run_with_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Ike_3D_final_run_with_waves/FVCOM_Metadata_Ike_3D_with_wave.docx,http://comt.sura.org/thredds/catalog/comt_1_archive_full/inundation_tropical/USF_FVCOM/Hurricane_Ike_3D_final_run_with_waves/catalog.html,http://comt.sura.org/thredds/comt_1_archive_summary.html?dataset=inundation_tropical.USF_FVCOM.Hurricane_Ike_3D_final_run_with_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Ike_3D_final_run_with_waves/,Lianyuan Zheng,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Ike_3D_final_run_with_waves/,A 3D hindcast of Hurricane Ike (2008) using FVCOM and SWAN on the ULLR mesh (includes waves).
inundation_tropical,University of South Florida,FVCOM,Hurricane_Ike_3D_final_run_without_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Ike_3D_final_run_without_waves/FVCOM_Metadata_Ike_3D_without_wave.docx,http://comt.sura.org/thredds/catalog/comt_1_archive_full/inundation_tropical/USF_FVCOM/Hurricane_Ike_3D_final_run_without_waves/catalog.html,http://comt.sura.org/thredds/comt_1_archive_summary.html?dataset=inundation_tropical.USF_FVCOM.Hurricane_Ike_3D_final_run_without_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Ike_3D_final_run_without_waves/,Lianyuan Zheng,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Ike_3D_final_run_without_waves/,A 3D hindcast of Hurricane Ike (2008) using FVCOM on the ULLR mesh (does not include waves).
inundation_tropical,University of South Florida,FVCOM,Hurricane_Rita_2D_final_run_with_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Rita_2D_final_run_with_waves/FVCOM_Metadata_Rita_2D_with_wave.docx,http://comt.sura.org/thredds/catalog/comt_1_archive_full/inundation_tropical/USF_FVCOM/Hurricane_Rita_2D_final_run_with_waves/catalog.html,http://comt.sura.org/thredds/comt_1_archive_summary.html?dataset=inundation_tropical.USF_FVCOM.Hurricane_Rita_2D_final_run_with_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Rita_2D_final_run_with_waves/,Lianyuan Zheng,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Rita_2D_final_run_with_waves/,A 2D hindcast of Hurricane Rita (2005) using FVCOM and SWAN on the ULLR mesh (includes waves).
inundation_tropical,University of South Florida,FVCOM,Hurricane_Rita_2D_final_run_without_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Rita_2D_final_run_without_waves/FVCOM_Metadata_Rita_2D_without_wave.docx,http://comt.sura.org/thredds/catalog/comt_1_archive_full/inundation_tropical/USF_FVCOM/Hurricane_Rita_2D_final_run_without_waves/catalog.html,http://comt.sura.org/thredds/comt_1_archive_summary.html?dataset=inundation_tropical.USF_FVCOM.Hurricane_Rita_2D_final_run_without_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Rita_2D_final_run_without_waves/,Lianyuan Zheng,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Rita_2D_final_run_without_waves/,A 2D hindcast of Hurricane Rita (2005) using FVCOM on the ULLR mesh (does not include waves).
inundation_tropical,University of South Florida,FVCOM,Hurricane_Rita_3D_final_run_with_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Rita_3D_final_run_with_waves/FVCOM_Metadata_Rita_3D_with_wave.docx,http://comt.sura.org/thredds/catalog/comt_1_archive_full/inundation_tropical/USF_FVCOM/Hurricane_Rita_3D_final_run_with_waves/catalog.html,http://comt.sura.org/thredds/comt_1_archive_summary.html?dataset=inundation_tropical.USF_FVCOM.Hurricane_Rita_3D_final_run_with_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Rita_3D_final_run_with_waves/,Lianyuan Zheng,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Rita_3D_final_run_with_waves/,A 3D hindcast of Hurricane Rita (2005) using FVCOM and SWAN on the ULLR mesh (includes waves).
inundation_tropical,University of South Florida,FVCOM,Hurricane_Rita_3D_final_run_without_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Rita_3D_final_run_without_waves/FVCOM_Metadata_Rita_3D_without_wave.docx,http://comt.sura.org/thredds/catalog/comt_1_archive_full/inundation_tropical/USF_FVCOM/Hurricane_Rita_3D_final_run_without_waves/catalog.html,http://comt.sura.org/thredds/comt_1_archive_summary.html?dataset=inundation_tropical.USF_FVCOM.Hurricane_Rita_3D_final_run_without_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Rita_3D_final_run_without_waves/,Lianyuan Zheng,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Hurricane_Rita_3D_final_run_without_waves/,A 3D hindcast of Hurricane Rita (2005) using FVCOM on the ULLR mesh (does not include waves).
inundation_tropical,University of South Florida,FVCOM,SWAN_Ike_final_run_with_2DSurge,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/SWAN_Ike_final_run_with_2DSurge/Inundation_USF_SWAN_Metadata_Template_for_GOM.doc,http://comt.sura.org/thredds/catalog/comt_1_archive_full/inundation_tropical/USF_FVCOM/SWAN_Ike_final_run_with_2DSurge/catalog.html,http://comt.sura.org/thredds/comt_1_archive_summary.html?dataset=inundation_tropical.USF_FVCOM.SWAN_Ike_final_run_with_2DSurge,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/SWAN_Ike_final_run_with_2DSurge/,Lianyuan Zheng,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/SWAN_Ike_final_run_with_2DSurge/,A hindcast of Hurricane Ike (2008) using SWAN on the ULLR mesh (includes FVCOM circulation).
inundation_tropical,University of South Florida,FVCOM,SWAN_Ike_final_run_without_Surge,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/SWAN_Ike_final_run_without_Surge/Inundation_USF_SWAN_Metadata_Template_for_GOM.doc,http://comt.sura.org/thredds/catalog/comt_1_archive_full/inundation_tropical/USF_FVCOM/SWAN_Ike_final_run_without_Surge/catalog.html,http://comt.sura.org/thredds/comt_1_archive_summary.html?dataset=inundation_tropical.USF_FVCOM.SWAN_Ike_final_run_without_Surge,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/SWAN_Ike_final_run_without_Surge/,Lianyuan Zheng,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/SWAN_Ike_final_run_without_Surge/,A hindcast of Hurricane Ike (2008) using SWAN on the ULLR mesh (does not include circulation).
inundation_tropical,University of South Florida,FVCOM,SWAN_Rita_final_run_with_2DSurge,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/SWAN_Rita_final_run_with_2DSurge/Inundation_USF_SWAN_Metadata_Template_for_GOM.doc,http://comt.sura.org/thredds/catalog/comt_1_archive_full/inundation_tropical/USF_FVCOM/SWAN_Rita_final_run_with_2DSurge/catalog.html,http://comt.sura.org/thredds/comt_1_archive_summary.html?dataset=inundation_tropical.USF_FVCOM.SWAN_Rita_final_run_with_2DSurge,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/SWAN_Rita_final_run_with_2DSurge/,Lianyuan Zheng,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/SWAN_Rita_final_run_with_2DSurge/,A hindcast of Hurricane Rita (2005) using SWAN on the ULLR mesh (includes FVCOM circulation).
inundation_tropical,University of South Florida,FVCOM,SWAN_Rita_final_run_without_Surge,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/SWAN_Rita_final_run_without_Surge/Inundation_USF_SWAN_Metadata_Template_for_GOM.doc,http://comt.sura.org/thredds/catalog/comt_1_archive_full/inundation_tropical/USF_FVCOM/SWAN_Rita_final_run_without_Surge/catalog.html,http://comt.sura.org/thredds/comt_1_archive_summary.html?dataset=inundation_tropical.USF_FVCOM.SWAN_Rita_final_run_without_Surge,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/SWAN_Rita_final_run_without_Surge/,Lianyuan Zheng,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/SWAN_Rita_final_run_without_Surge/,A hindcast of Hurricane Rita (2005) using SWAN on the ULLR mesh (does not include circulation).
inundation_tropical,University of South Florida,FVCOM,Tides_only_2D_final_run,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Tides_only_2D_final_run/FVCOM_Metadata_Tides_2D_final.docx,http://comt.sura.org/thredds/catalog/comt_1_archive_full/inundation_tropical/USF_FVCOM/Tides_only_2D_final_run/catalog.html,http://comt.sura.org/thredds/comt_1_archive_summary.html?dataset=inundation_tropical.USF_FVCOM.Tides_only_2D_final_run,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Tides_only_2D_final_run/,Lianyuan Zheng,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Tides_only_2D_final_run/,A 2D hindcast of Tides (portion of 2008) using FVCOM on the ULLR mesh (tides only).
inundation_tropical,University of South Florida,FVCOM,Tides_only_2D_preliminary_run_1_fixed_manning,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Tides_only_2D_preliminary_run_1_fixed_manning/FVCOM_Metadata_Tides_2D_fixed_manning.docx,http://comt.sura.org/thredds/catalog/comt_1_archive_full/inundation_tropical/USF_FVCOM/Tides_only_2D_preliminary_run_1_fixed_manning/catalog.html,http://comt.sura.org/thredds/comt_1_archive_summary.html?dataset=inundation_tropical.USF_FVCOM.Tides_only_2D_preliminary_run_1_fixed_manning,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Tides_only_2D_preliminary_run_1_fixed_manning/,Lianyuan Zheng,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Tides_only_2D_preliminary_run_1_fixed_manning/,A 2D hindcast of Tides (portion of 2008) using FVCOM on the ULLR mesh with fixed Manning roughness (tides only).
inundation_tropical,University of South Florida,FVCOM,Tides_only_2D_preliminary_run_2_varied_manning_minimum_manning_0.025,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Tides_only_2D_preliminary_run_2_varied_manning_minimum_manning_0.025/FVCOM_Metadata_Tides_2D_varied_manning.docx,http://comt.sura.org/thredds/catalog/comt_1_archive_full/inundation_tropical/USF_FVCOM/Tides_only_2D_preliminary_run_2_varied_manning_minimum_manning_0.025/catalog.html,http://comt.sura.org/thredds/comt_1_archive_summary.html?dataset=inundation_tropical.USF_FVCOM.Tides_only_2D_preliminary_run_2_varied_manning_minimum_manning_0.025,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Tides_only_2D_preliminary_run_2_varied_manning_minimum_manning_0.025/,Lianyuan Zheng,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Tides_only_2D_preliminary_run_2_varied_manning_minimum_manning_0.025/,A 2D hindcast of Tides (portion of 2008) using FVCOM on the ULLR mesh with minimum Mannings (min n=0.025).
inundation_tropical,University of South Florida,FVCOM,Tides_only_3D_final_run,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Tides_only_3D_final_run/FVCOM_Metadata_Tides_3D_final.docx,http://comt.sura.org/thredds/catalog/comt_1_archive_full/inundation_tropical/USF_FVCOM/Tides_only_3D_final_run/catalog.html,http://comt.sura.org/thredds/comt_1_archive_summary.html?dataset=inundation_tropical.USF_FVCOM.Tides_only_3D_final_run,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Tides_only_3D_final_run/,Lianyuan Zheng,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Tides_only_3D_final_run/,A 3D hindcast of Tides (portion of 2008) using FVCOM on the ULLR mesh (tides only).
inundation_tropical,University of South Florida,FVCOM,Tides_only_3D_preliminary_run_1_fixed_roughness,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Tides_only_3D_preliminary_run_1_fixed_roughness/FVCOM_Metadata_Tides_3D_preliminary_run.docx,http://comt.sura.org/thredds/catalog/comt_1_archive_full/inundation_tropical/USF_FVCOM/Tides_only_3D_preliminary_run_1_fixed_roughness/catalog.html,http://comt.sura.org/thredds/comt_1_archive_summary.html?dataset=inundation_tropical.USF_FVCOM.Tides_only_3D_preliminary_run_1_fixed_roughness,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Tides_only_3D_preliminary_run_1_fixed_roughness/,Lianyuan Zheng,ftp://comt.sura.org/comt_1_archive/inundation_tropical/USF_FVCOM/Tides_only_3D_preliminary_run_1_fixed_roughness/,A 3D hindcast of Tides (portion of 2008) using FVCOM on the ULLR mesh with fixed Manning roughness (tides only).
inundation_tropical,Virginia Institute of Marine Science,SELFE,Hurricane_Ike_2D_final_run_wave_only,ftp://comt.sura.org/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Ike_2D_final_run_wave_only/Inundation_Model_Metadata_Template_v3_for_wave_only_Ike.docx,http://comt.sura.org/thredds/catalog/comt_1_archive_full/inundation_tropical/VIMS_SELFE/Hurricane_Ike_2D_final_run_wave_only/catalog.html,http://comt.sura.org/thredds/comt_1_archive_summary.html?dataset=inundation_tropical.VIMS_SELFE.Hurricane_Ike_2D_final_run_wave_only,ftp://comt.sura.org/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Ike_2D_final_run_wave_only/,Harry Wang,ftp://comt.sura.org/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Ike_2D_final_run_wave_only/,"A hindcast of Hurricane Ike (2008) using WWMII on the ULLR mesh (waves only, no circulation)."
inundation_tropical,Virginia Institute of Marine Science,SELFE,Hurricane_Ike_2D_final_run_with_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Ike_2D_final_run_with_waves/Inundation_Model_Metadata_Template_v3_for_2D_windstress_sv_with_wave_Ike.docx,http://comt.sura.org/thredds/catalog/comt_1_archive_full/inundation_tropical/VIMS_SELFE/Hurricane_Ike_2D_final_run_with_waves/catalog.html,http://comt.sura.org/thredds/comt_1_archive_summary.html?dataset=inundation_tropical.VIMS_SELFE.Hurricane_Ike_2D_final_run_with_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Ike_2D_final_run_with_waves/,Harry Wang,ftp://comt.sura.org/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Ike_2D_final_run_with_waves/,A 2D hindcast of Hurricane Ike (2008) using WWMII+SELFE on the ULLR mesh (includes waves).
inundation_tropical,Virginia Institute of Marine Science,SELFE,Hurricane_Ike_2D_final_run_without_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Ike_2D_final_run_without_waves/Inundation_Model_Metadata_Template_v3_for_2D_windstress_sv_Ike.docx,http://comt.sura.org/thredds/catalog/comt_1_archive_full/inundation_tropical/VIMS_SELFE/Hurricane_Ike_2D_final_run_without_waves/catalog.html,http://comt.sura.org/thredds/comt_1_archive_summary.html?dataset=inundation_tropical.VIMS_SELFE.Hurricane_Ike_2D_final_run_without_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Ike_2D_final_run_without_waves/,Harry Wang,ftp://comt.sura.org/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Ike_2D_final_run_without_waves/,A 2D hindcast of Hurricane Ike (2008) using SELFE on the ULLR mesh (does not include waves).
inundation_tropical,Virginia Institute of Marine Science,SELFE,Hurricane_Ike_3D_final_run_with_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Ike_3D_final_run_with_waves/Inundation_Model_Metadata_Template_v3_for_3D_windstress_sv_with_wave_Ike.docx,http://comt.sura.org/thredds/catalog/comt_1_archive_full/inundation_tropical/VIMS_SELFE/Hurricane_Ike_3D_final_run_with_waves/catalog.html,http://comt.sura.org/thredds/comt_1_archive_summary.html?dataset=inundation_tropical.VIMS_SELFE.Hurricane_Ike_3D_final_run_with_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Ike_3D_final_run_with_waves/,Harry Wang,ftp://comt.sura.org/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Ike_3D_final_run_with_waves/,A 3D hindcast of Hurricane Ike (2008) using WWMII+SELFE on the ULLR mesh (includes waves).
inundation_tropical,Virginia Institute of Marine Science,SELFE,Hurricane_Ike_3D_final_run_without_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Ike_3D_final_run_without_waves/Inundation_Model_Metadata_Template_v3_for_3D_windstress_sv_Ike.docx,http://comt.sura.org/thredds/catalog/comt_1_archive_full/inundation_tropical/VIMS_SELFE/Hurricane_Ike_3D_final_run_without_waves/catalog.html,http://comt.sura.org/thredds/comt_1_archive_summary.html?dataset=inundation_tropical.VIMS_SELFE.Hurricane_Ike_3D_final_run_without_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Ike_3D_final_run_without_waves/,Harry Wang,ftp://comt.sura.org/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Ike_3D_final_run_without_waves/,A 3D hindcast of Hurricane Ike (2008) using SELFE on the ULLR mesh (does not include waves).
inundation_tropical,Virginia Institute of Marine Science,SELFE,Hurricane_Rita_2D_final_run_waves_only,ftp://comt.sura.org/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Rita_2D_final_run_waves_only/Inundation_Model_Metadata_Template_v3_for_wave_only_Rita.docx,http://comt.sura.org/thredds/catalog/comt_1_archive_full/inundation_tropical/VIMS_SELFE/Hurricane_Rita_2D_final_run_waves_only/catalog.html,http://comt.sura.org/thredds/comt_1_archive_summary.html?dataset=inundation_tropical.VIMS_SELFE.Hurricane_Rita_2D_final_run_waves_only,ftp://comt.sura.org/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Rita_2D_final_run_waves_only/,Harry Wang,ftp://comt.sura.org/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Rita_2D_final_run_waves_only/,"A hindcast of Hurricane Rita (2005) using WWMII on the ULLR mesh (waves only, no circulation)."
inundation_tropical,Virginia Institute of Marine Science,SELFE,Hurricane_Rita_2D_final_run_with_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Rita_2D_final_run_with_waves/Inundation_Model_Metadata_Template_v3_for_2D_windstress_sv_with_wave_Rita.docx,http://comt.sura.org/thredds/catalog/comt_1_archive_full/inundation_tropical/VIMS_SELFE/Hurricane_Rita_2D_final_run_with_waves/catalog.html,http://comt.sura.org/thredds/comt_1_archive_summary.html?dataset=inundation_tropical.VIMS_SELFE.Hurricane_Rita_2D_final_run_with_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Rita_2D_final_run_with_waves/,Harry Wang,ftp://comt.sura.org/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Rita_2D_final_run_with_waves/,A 2D hindcast of Hurricane Rita (2005) using WWMII+SELFE on the ULLR mesh (includes waves).
inundation_tropical,Virginia Institute of Marine Science,SELFE,Hurricane_Rita_2D_final_run_without_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Rita_2D_final_run_without_waves/Inundation_Model_Metadata_Template_v3_for_2D_windstress_sv_Rita.docx,http://comt.sura.org/thredds/catalog/comt_1_archive_full/inundation_tropical/VIMS_SELFE/Hurricane_Rita_2D_final_run_without_waves/catalog.html,http://comt.sura.org/thredds/comt_1_archive_summary.html?dataset=inundation_tropical.VIMS_SELFE.Hurricane_Rita_2D_final_run_without_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Rita_2D_final_run_without_waves/,Harry Wang,ftp://comt.sura.org/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Rita_2D_final_run_without_waves/,A 2D hindcast of Hurricane Rita (2005) using SELFE on the ULLR mesh (does not include waves).
inundation_tropical,Virginia Institute of Marine Science,SELFE,Hurricane_Rita_3D_final_run_with_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Rita_3D_final_run_with_waves/Inundation_Model_Metadata_Template_v3_for_3D_windstress_sv_with_wave_Rita.docx,http://comt.sura.org/thredds/catalog/comt_1_archive_full/inundation_tropical/VIMS_SELFE/Hurricane_Rita_3D_final_run_with_waves/catalog.html,http://comt.sura.org/thredds/comt_1_archive_summary.html?dataset=inundation_tropical.VIMS_SELFE.Hurricane_Rita_3D_final_run_with_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Rita_3D_final_run_with_waves/,Harry Wang,ftp://comt.sura.org/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Rita_3D_final_run_with_waves/,A 3D hindcast of Hurricane Rita (2005) using WWMII+SELFE on the ULLR mesh (includes waves).
inundation_tropical,Virginia Institute of Marine Science,SELFE,Hurricane_Rita_3D_final_run_without_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Rita_3D_final_run_without_waves/Inundation_Model_Metadata_Template_v3_for_3D_windstress_sv_Rita.docx,http://comt.sura.org/thredds/catalog/comt_1_archive_full/inundation_tropical/VIMS_SELFE/Hurricane_Rita_3D_final_run_without_waves/catalog.html,http://comt.sura.org/thredds/comt_1_archive_summary.html?dataset=inundation_tropical.VIMS_SELFE.Hurricane_Rita_3D_final_run_without_waves,ftp://comt.sura.org/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Rita_3D_final_run_without_waves/,Harry Wang,ftp://comt.sura.org/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Rita_3D_final_run_without_waves/,A 3D hindcast of Hurricane Rita (2005) using SELFE on the ULLR mesh (does not include waves).
inundation_extratropical,Bedford Institute of Oceanography,WW3,ww3_swan_2005,NA,NA,NA,NA,William Perrie,NA,
inundation_extratropical,Bedford Institute of Oceanography,WW3,ww3_swan_2007,NA,NA,NA,NA,William Perrie,NA,
inundation_extratropical,Bedford Institute of Oceanography,WW3,ww3_swan_wlev_2005,NA,NA,NA,NA,William Perrie,NA,
inundation_extratropical,Bedford Institute of Oceanography,WW3,ww3_swan_wlev_curr_2005,NA,NA,NA,NA,William Perrie,NA,
inundation_extratropical,Bedford Institute of Oceanography,WW3,ww3_swan_wlev_curr_2007_f7,NA,NA,NA,NA,William Perrie,NA,
inundation_extratropical,University of Massachusetts - Dartmouth,FVCOM,2005_3D_final_run_without_waves,NA,http://comt.sura.org/thredds/catalog/comt_1_archive_full/inundation_extratropical/UMASS_FVCOM/2005_3D_final_run_without_waves/catalog.html,http://comt.sura.org/thredds/comt_1_archive_summary.html?dataset=inundation_extratropical.UMASS_FVCOM.2005_3D_final_run_without_waves,ftp://comt.sura.org/comt_1_archive/inundation_extratropical/UMASS_FVCOM/2005_3D_final_run_without_waves/,Changsheng Chen,ftp://comt.sura.org/comt_1_archive/inundation_extratropical/UMASS_FVCOM/2005_3D_final_run_without_waves/,A 3D hindcast of 2005 Storm using FVCOM on the Scituate mesh (does not include waves).
inundation_extratropical,University of Massachusetts - Dartmouth,FVCOM,2005_3D_final_run_waves_only,NA,http://comt.sura.org/thredds/catalog/comt_1_archive_full/inundation_extratropical/UMASS_FVCOM/2005_3D_final_run_waves_only/catalog.html,http://comt.sura.org/thredds/comt_1_archive_summary.html?dataset=inundation_extratropical.UMASS_FVCOM.2005_3D_final_run_waves_only,ftp://comt.sura.org/comt_1_archive/inundation_extratropical/UMASS_FVCOM/2005_3D_final_run_waves_only/,Changsheng Chen,ftp://comt.sura.org/comt_1_archive/inundation_extratropical/UMASS_FVCOM/2005_3D_final_run_waves_only/,A 3D hindcast of 2005 Storm using SWAVE on the Scituate mesh (does not include circulation).
